,hwd,pronSampa,ipa,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
4759,instrumental,I n s t r\ @ m E n t @ l,ɪnstɹəmɛntəl,4,inſtrūmĕʹntal,L.,,,n.,72.0,120,instrumental
4760,insufficient,i n s @ f I S @ n t,insəfɪʃənt,5,insŭffĭʹcĭĕnt,L.,,,a.,3.0,121,insufficient
4761,insular,I n s @ l 3:r,ɪnsəlɜ:r,3,iʹnsŭlar,L.,,,a.,4.0,121,insular
4762,insult,i n s V l t,insʌlt,2,insŭʹlt,L.,,,a.,5.0,121,insult
4763,insupportable,i n s @ p O: r\ 4 @ b @ l,insəpOːɹɾəbəl,5,insŭppŏʹrtable,F.,,,a.,7.0,121,insupportable
4764,insurance,i n S U r\ @ n s,inʃʊɹəns,3,insūʹrănce,F.,,,n.,8.0,121,insurance
4765,insure,i n S U r\,inʃʊɹ,2,insuʹre,F.,,,v.,9.0,121,insure
4766,insurer,i n S U r\ 3:r,inʃʊɹɜ:r,3,insuʹrer,,,,n.,10.0,121,insurer
4767,insurrection,I n s 3:r E k S @ n,ɪnsɜ:rɛkʃən,5,insŭrrĕcʹtion,,,,n.,12.0,121,insurrection
4768,integer,I n t @ dZ 3:r,ɪntə?ɜ:r,3,iʹntĕger,,,,n.,16.0,121,integer
4769,integral,I n t @ g r\ @ l,ɪntəgɹəl,3,iʹntĕgral,,,,a.,17.0,121,integral
4770,integrity,i n t E g r\ @ 4 i:,intɛgɹəɾiː,4,intĕʹgrĭty,,,,n.,18.0,121,integrity
4771,integument,i n t E g j @ m @ n t,intɛgjəmənt,4,intĕʹgūment,,,,n.,19.0,121,integument
4772,intellect,I n t @ l E k t,ɪntəlɛkt,3,iʹntĕllect,,,,n.,20.0,121,intellect
4773,intellectual,I n t @ l E k tS u @ l,ɪntəlɛk?uəl,5,intĕllĕʹctūal,,,,a.,21.0,121,intellectual
4774,intelligence,i n t E l @ dZ @ n s,intɛlə?əns,4,intĕʹllĭgĕnce,L.,,,n.,22.0,121,intelligence
4775,intelligent,i n t E l @ dZ @ n t,intɛlə?ənt,4,intĕʹllĭgent,L.,,,a.,25.0,121,intelligent
4776,intelligible,i n t E l @ dZ @ b @ l,intɛlə?əbəl,5,intĕʹllĭgĭble,L.,,,a.,26.0,121,intelligible
4777,intemperate,i n t E m p 3:r @ t,intɛmpɜ:rət,4,intĕʹmpĕrāte,,,,a.,28.0,121,intemperate
4778,intend,i n t E n d,intɛnd,2,intĕʹnd,L.,,,v.,30.0,121,intend
4779,intense,i n t E n s,intɛns,2,intĕʹnſe,L.,,,a.,34.0,121,intense
4780,intent,i n t E n t,intɛnt,2,intĕʹnt,L.,,,n.,35.0,121,intent
4781,intentional,i n t E n S @ n @ l,intɛnʃənəl,5,intĕʹntional,,,,a.,36.0,121,intentional
4782,inter,i n t 3:r,intɜ:r,2,intĕʹr,F.,,,v.,18.0,122,inter
4783,intercede,I n t 3:r s i: d,ɪntɜ:rsiːd,3,intĕrcēʹde,,,,v.,38.0,121,intercede
4784,intercept,I n t 3:r s E p t,ɪntɜ:rsɛpt,3,intĕrcĕʹpt,L.,,,v.,39.0,121,intercept
4785,intercepted,I n t 3:r s E p t @ d,ɪntɜ:rsɛptəd,4,intĕrcĕʹpted,,,,a.,40.0,121,intercepted
4786,intercession,I n t 3:r s E S @ n,ɪntɜ:rsɛʃən,5,intĕrcĕʹſſion,F.,,,a.,41.0,121,intercession
4787,interchange,I n t 3:r tS eI n dZ,ɪntɜ:r??n?,3,intĕrchāʹnge,F.,,,v.,43.0,121,interchange
4788,interchangeably,I n t 3:r tS eI n dZ @ b l i:,ɪntɜ:r??n?əbliː,5,intĕrchāʹng_e_ably,,,,p.,44.0,121,interchangeably
4789,intercourse,I n t 3:r k O: r\ s,ɪntɜ:rkOːɹs,3,iʹntĕrco_u_rſe,,,,n.,47.0,121,intercourse
4790,intercurrent,I n t 3:r k 3:r @ n t,ɪntɜ:rkɜ:rənt,4,intĕrcŭʹrrent,L.,,,a.,48.0,121,intercurrent
4791,interdict,I n t 3:r d I k t,ɪntɜ:rdɪkt,3,intĕrdīʹct,L.,,,v.,49.0,121,interdict
4792,interdiction,I n t 3:r d I k S @ n,ɪntɜ:rdɪkʃən,5,intĕrdĭʹction,,,,n.,50.0,121,interdiction
4793,interest,I n t r\ @ s t,ɪntɹəst,3,iʹntĕreſt,F.,,,v.,51.0,121,interest
4794,interesting,I n t r\ @ s t i N,ɪntɹəstiŋ,4,iʹntĕrĕſting,,,,a.,52.0,121,interesting
4795,interfere,I n t 3:r f I r\,ɪntɜ:rfɪɹ,3,intĕrfēʹre,,,,v.,53.0,121,interfere
4796,interim,I n t 3:r @ m,ɪntɜ:rəm,3,iʹntĕrim,,,,n.,56.0,121,interim
4797,interior,i n t I r\ i: 3:r,intɪɹiːɜ:r,4,intĕʹrĭor,L.,,,a.,57.0,121,interior
4798,interjection,I n t 3:r dZ E k S @ n,ɪntɜ:r?ɛkʃən,5,intĕrjĕʹction,,,,n.,55.0,121,interjection
4799,interlace,I n t 3:r l eI s,ɪntɜ:rl?s,3,intĕrlāʹce,F.,,,v.,58.0,121,interlace
4800,interleave,I n t 3:r l i: v,ɪntɜ:rliːv,3,intĕrleaʹve,,,,v.,60.0,121,interleave
4801,interlopers,I n t 3:r l @U p 3:r z,ɪntɜ:rloʊpɜ:rz,4,intĕrlōʹp_e_rs,,,,n.,66.0,121,interlopers
4802,interlude,I n t 3:r l u d,ɪntɜ:rlud,5,iʹntĕrlūde,L.,,,n.,68.0,121,interlude
4803,intermediate,I n t 3:r m i: 4 i: i t,ɪntɜ:rmiːɾiːit,4,intĕrmĕʹdĭāte,L.,,,a.,72.0,121,intermediate
4804,intermingle,I n t 3:r m I N g @ l,ɪntɜ:rmɪŋgəl,4,intĕrmĭʹngle,F.,,,v.,73.0,121,intermingle
4805,intermission,I n t 3:r m I S @ n,ɪntɜ:rmɪʃən,5,intĕrmĭʹſſion,,,,n.,2.0,122,intermission
4806,intermittent,I n t 3:r m I t @ n t,ɪntɜ:rmɪtənt,4,intĕrmĭʹttent,,,,a.,4.0,122,intermittent
4807,intermix,I n t 3:r m I k s,ɪntɜ:rmɪks,3,intĕrmĭʹx,L.,,,v.,5.0,122,intermix
4808,internal,i n t 3:r n @ l,intɜ:rnəl,3,intĕʹrnal,L.,,,a.,8.0,122,internal
4809,interpolate,I t 3:r p @ l eI t,ɪtɜ:rpəl?t,4,intĕʹrpŏlāte,L.,,,v.,10.0,122,interpolate
4810,interpose,I n t 3:r p @U z,ɪntɜ:rpoʊz,3,intĕrpōſe,F.,nbSyll>1 et pas d'accent tonic,,v.,13.0,122,interpose
4811,interpret,i n t 3:r p r\ @ t,intɜ:rpɹət,3,intĕʹrprĕt,L.,,,v.,15.0,122,interpret
4812,interpretation,i n t 3:r p r\ i t eI S @ n,intɜ:rpɹit?ʃən,6,intĕrprĕtāʹtion,,,,n.,16.0,122,interpretation
4813,interpreter,i n t 3:r p r\ @ 4 3:r,intɜ:rpɹəɾɜ:r,4,intĕʹrprĕt_e_r,,,,n.,17.0,122,interpreter
4814,interregnum,I n t 3:r r\ E g n @ m,ɪntɜ:rɹɛgnəm,4,intĕrrĕʹgnum,L.,,,n.,20.0,122,interregnum
4815,interrogate,i n t E r\ @ g eI t,intɛɹəg?t,4,intĕʹrrŏgāte,L.,,,v.,21.0,122,interrogate
4816,interrogation,i n t E r\ @ g eI S @ n,intɛɹəg?ʃən,6,intĕrrŏgāʹtion,,,,n.,22.0,122,interrogation
4817,interrogatories,i n t E r\ A g @ t O: r\ i: z,intɛɹɑgətOːɹiːz,6,intĕrrŏʹgătories,,,,n.,23.0,122,interrogatories
4818,intersect,I n t 3:r s E k t,ɪntɜ:rsɛkt,3,intĕrsĕʹct,L.,,,v.,24.0,122,intersect
4819,intersection,I n t 3:r s E k S @ n,ɪntɜ:rsɛkʃən,5,intĕrſeʹction,,,,n.,25.0,122,intersection
4820,interval,I n t 3:r v @ l,ɪntɜ:rvəl,3,iʹntĕrval,,,,n.,29.0,122,interval
4821,intervene,I n t 3:r v i: n,ɪntɜ:rviːn,3,intĕrvēʹne,,,,v.,30.0,122,intervene
4822,intervention,I n t 3:r v E n tS @ n,ɪntɜ:rvɛn?ən,5,intĕrvĕʹntion,,,,n.,31.0,122,intervention
4823,interview,I n t 3:r v j u,ɪntɜ:rvju,3,iʹntĕrview,F.,,,n.,32.0,122,interview
4824,interwoven,I n t 3:r w @U v @ n,ɪntɜ:rwoʊvən,4,intĕrwōʹv_e_n,,,,a.,33.0,122,interwoven
4825,intestine,i n t E s t @ n,intɛstən,3,intĕʹſtĭne,L.,,,a.,35.0,122,intestine
4826,intestines,i n t E s t @ n z,intɛstənz,3,intĕʹſtĭnes,L.,,,n.,36.0,122,intestines
4827,intimacy,I n t @ m @ s i:,ɪntəməsiː,4,iʹntĭmăcy,,,,n.,40.0,122,intimacy
4828,intimate,I n t @ m @ t,ɪntəmət,3,iʹntĭmāte,L.,,,n.,41.0,122,intimate
4829,intimation,I n t @ m eI S @ n,ɪntəm?ʃən,5,intĭmāʹtion,L.,,,n.,42.0,122,intimation
4830,intimidate,i n t I m i d eI t,intɪmid?t,4,intĭʹmĭdāte,,,,v.,43.0,122,intimidate
4831,intolerable,i n t A l 3:r @ b @ l,intɑlɜ:rəbəl,5,intŏʹlĕrable,,,,a.,46.0,122,intolerable
4832,intoxicate,i n t A k s @ k eI t,intɑksək?t,4,intŏʹxicāte,,,,v.,48.0,122,intoxicate
4833,intractable,i n t r\ { k t @ b @ l,intɹæktəbəl,4,intrăʹctable,L.,,,a.,49.0,122,intractable
4834,intrepid,i n t r\ E p @ d,intɹɛpəd,3,intrĕʹpid,,,,a.,58.0,122,intrepid
4835,intrepidity,i n t r\ E p I 4 i 4 i:,intɹɛpɪɾiɾiː,5,intrĕpĭʹdĭty,,,,n.,59.0,122,intrepidity
4836,intricacy,I n t r\ @ k @ s i:,ɪntɹəkəsiː,4,iʹntrĭcacy,,,,n.,60.0,122,intricacy
4837,intricate,I n t r\ @ k @ t,ɪntɹəkət,3,iʹntrĭʹcâte,L.,,,a.,61.0,122,intricate
4838,intrigue,i n t r\ i: g,intɹiːg,2,intrĭʹg_ue_,F.,,,n.,62.0,122,intrigue
4839,introduce,I n t r\ @ d u s,ɪntɹədus,3,introdūʹce,,,,v.,64.0,122,introduce
4840,introduction,I n t r\ @ d V k S @ n,ɪntɹədʌkʃən,5,introduʹction,,,,n.,65.0,122,introduction
4841,introspection,I n t r\ @ s p E k S @ n,ɪntɹəspɛkʃən,5,introſpĕʹction,L.,,,n.,67.0,122,introspection
4842,intrude,i n t r\ u d,intɹud,2,intrūʹde,L.,,,v.,68.0,122,intrude
4843,intrusion,i n t r\ u Z @ n,intɹuʒən,4,intrūʹſion,,,,n.,70.0,122,intrusion
4844,intuition,I n t u I S @ n,ɪntuɪʃən,5,intūĭʹtion,L.,,,n.,72.0,122,intuition
4845,intuitive,i n t u @ 4 i v,intuəɾiv,4,intūʹitive,L.,,,a.,73.0,122,intuitive
4846,inundation,I n @ n d eI S @ n,ɪnənd?ʃən,5,inŭndāʹtion,L.,,,n.,34.0,123,inundation
4847,inure,i n j U r\,injʊɹ,2,inūʹre,,,,v.,41.0,123,inure
4848,invade,i n v eI d,inv?d,2,invāʹde,L.,,,v.,2.0,123,invade
4849,invalid,I n v @ l @ d,ɪnvələd,3,invăʹlid,L.,,,a.,3.0,123,invalid
4850,invalid,I n v @ l @ d,ɪnvələd,3,invaliʹd,,,,n.,4.0,123,invalid
4851,invalidate,i n v { l i d eI t,invælid?t,4,invăʹlĭʹdāte,,,,v.,5.0,123,invalidate
4852,invasion,i n v eI Z @ n,inv?ʒən,4,invāʹſion,F.,,,n.,9.0,123,invasion
4853,invective,i n v E k t i v,invɛktiv,3,invĕʹctive,L.,,,n.,10.0,123,invective
4854,invention,i n v E n S @ n,invɛnʃən,4,invĕʹntion,F.,,,n.,15.0,123,invention
4855,inventive,i n v E n t i v,invɛntiv,3,invĕʹntive,F.,,,v.,16.0,123,inventive
4856,inverse,i n v 3:r s,invɜ:rs,2,invĕʹrſe,,,,a.,17.0,123,inverse
4857,inversion,i n v 3:r Z @ n,invɜ:rʒən,4,invĕʹrſion,,,,n.,18.0,123,inversion
4858,invert,i n v 3:r t,invɜ:rt,2,invĕʹrt,L.,,,v.,19.0,123,invert
4859,investigate,i n v E s t @ g eI t,invɛstəg?t,4,invĕʹſtĭgāte,L.,,,v.,21.0,123,investigate
4860,investiture,i n v E s t @ tS 3:r,invɛstə?ɜ:r,4,invĕʹſtĭtūre,L.,,,n.,22.0,123,investiture
4861,inveterate,i n v E 4 3:r @ t,invɛɾɜ:rət,4,invĕʹtĕrāte,L.,,,a.,23.0,123,inveterate
4862,invidious,i n v I 4 i: @ s,invɪɾiːəs,4,invĭʹdĭ_o_us,L.,,,a.,25.0,123,invidious
4863,invigorate,i n v I g 3:r i t,invɪgɜ:rit,4,inviʹgŏrāte,L.,,,v.,26.0,123,invigorate
4864,invincible,i n v I n s @ b @ l,invɪnsəbəl,4,invĭʹncĭble,L.,,,a.,27.0,123,invincible
4865,inviolable,i n v aI @ l @ b @ l,inv?ələbəl,5,invīʹŏlable,L.,,,a.,28.0,123,inviolable
4866,inviolate,i n v aI @ l i t,inv?əlit,4,invīʹŏlāte,,,,a.,29.0,123,inviolate
4867,invisible,i n v I z @ b @ l,invɪzəbəl,4,invĭʹsĭble,L.,,,v.,31.0,123,invisible
4868,invitation,I n v i t eI S @ n,ɪnvit?ʃən,5,invĭtāʹtion,,,,n.,32.0,123,invitation
4869,invite,i n v aI t,inv?t,2,invīʹte,L.,,,v.,33.0,123,invite
4870,invocation,I n v @ k eI S @ n,ɪnvək?ʃən,5,invŏcāʹtĭon,,,,n.,36.0,123,invocation
4871,involuntary,i n v A l @ n t E r\ i:,invɑləntɛɹiː,5,invŏʹlŭntăry,L.,,,a.,39.0,123,involuntary
4872,involution,I n v @ l u S @ n,ɪnvəluʃən,5,invŏlūʹtion,,,,n.,40.0,123,involution
4873,involve,i n v A l v,invɑlv,2,invŏʹlve,L.,,,v.,38.0,123,involve
4874,invulnerable,i n v V l n 3:r @ b @ l,invʌlnɜ:rəbəl,5,invŭʹlnĕrable,L.,,,a.,43.0,123,invulnerable
4875,inward,I n w 3:r d,ɪnwɜ:rd,2,iʹnward,,,,a.,44.0,123,inward
4876,ionic,aI A n i k,?ɑnik,3,iôʹnĭc,,,,n.,65.0,123,ionic
4877,ire,aI r\,?ɹ,1,īre,L.,,,n.,11.0,124,ire
4878,iris,aI r\ @ s,?ɹəs,2,īʹrĭs,,,,n.,12.0,124,iris
4879,irksome,3:r k s @ m,ɜ:rksəm,2,iʹrksŏme,,,,a.,13.0,124,irksome
4880,iron,aI 3:r n,?ɜ:rn,1,īr_o_n,,,,n.,14.0,124,iron
4881,ironical,aI r\ A n i k @ l,?ɹɑnikəl,4,īrōʹnĭcal,,,,a.,16.0,124,ironical
4882,irony,aI r\ @ n i:,?ɹəniː,3,īʹrŏny,G.,,,n.,15.0,124,irony
4883,irradiate,i r\ eI 4 i: eI t,iɹ?ɾiː?t,4,irrăʹdĭāte,L.,,,v.,17.0,124,irradiate
4884,irrational,i r\ { S @ n @ l,iɹæʃənəl,5,irrăʹtional,L.,,,a.,18.0,124,irrational
4885,irrationality,i r\ { S @ n { l @ 4 i:,iɹæʃənæləɾiː,7,irrătionăʹlĭty,,,,n.,19.0,124,irrationality
4886,irrefragable,i r\ @ f r\ A g @ b @ l,iɹəfɹɑgəbəl,5,irrĕfrāʹgable,,,,a.,22.0,124,irrefragable
4887,irregular,i r\ E g j @ l 3:r,iɹɛgjəlɜ:r,4,irrĕʹgŭlar,L.,,,a.,23.0,124,irregular
4888,irregularity,i r\ E g j @ l E r\ @ 4 i:,iɹɛgjəlɛɹəɾiː,6,irrĕgŭlăʹrĭty,L.,,,n.,24.0,124,irregularity
4889,irremediable,I r\ i m i: 4 i: @ b @ l,ɪɹimiːɾiːəbəl,6,irrĕmĕʹdĭable,L.,,,a.,27.0,124,irremediable
4890,irreparable,i r\ E p 3:r @ b @ l,iɹɛpɜ:rəbəl,5,irrĕʹpărable,L.,,,a.,28.0,124,irreparable
4891,irresistible,I r\ i z I s t @ b @ l,ɪɹizɪstəbəl,5,irrĕsĭʹſtĭble,L.,,,a.,31.0,124,irresistible
4892,irresolute,I r\ E z @ l u t,ɪɹɛzəlut,4,irrĕʹsŏlūte,L.,,,a.,32.0,124,irresolute
4893,irreverence,i r\ E v 3:r @ n s,iɹɛvɜ:rəns,4,irrĕʹvĕrĕnce,F.,,,n.,35.0,124,irreverence
4894,irreverent,i r\ E v 3:r @ n t,iɹɛvɜ:rənt,4,irrĕʹvĕrent,,,,a.,36.0,124,irreverent
4895,irreversible,I r\ i v 3:r s @ b @ l,ɪɹivɜ:rsəbəl,5,irrĕvĕʹrsĭble,F.,,,a.,37.0,124,irreversible
4896,irrevocable,i r\ E v @ k @ b @ l,iɹɛvəkəbəl,5,irrĕvŏʹcable,L.,,,a.,38.0,124,irrevocable
4897,irritate,I r\ i t eI t,ɪɹit?t,3,iʹrrĭtāte,L.,,,v.,40.0,124,irritate
4898,irritation,I r\ i t eI S @ n,ɪɹit?ʃən,5,irrĭtāʹtion,,,,n.,41.0,124,irritation
4899,island,aI l @ n d,?lənd,2,īʹslănd,,,,n.,46.0,124,island
4900,islander,aI l @ n d 3:r,?ləndɜ:r,3,īʹslănd_e_r,,,,n.,47.0,124,islander
4901,isle,aI l,?l,1,īsle,F.,,,n.,48.0,124,isle
4902,isosceles,aI s O: s @ l i: z,?sOːsəliːz,4,isŏʹſcĕlès,G.,,,n.,51.0,124,isosceles
4903,issue,I S u,ɪʃu,2,iʹſsūe,F.,,,n.,52.0,124,issue
4904,isthmus,I s m @ s,ɪsməs,2,iʹſt_h_mus,G.,,,n.,54.0,124,isthmus
4905,italian,i t { l j @ n,itæljən,4,ĭtăʹlĭan,,,,a.,55.0,124,italian
4906,italic,aI t { l i k,?tælik,3,ĭtăʹlĭc,,,,a.,56.0,124,italic
4907,italy,I 4 @ l i:,ɪɾəliː,3,ĭʹtăly,,,,n.,57.0,124,italy
4908,itch,I tS,ɪ?,1,itch,,,,n.,58.0,124,itch
4909,item,aI 4 @ m,?ɾəm,2,īʹtem,L.,,,n.,59.0,124,item
4910,itinerant,aI t I n 3:r @ n t,?tɪnɜ:rənt,4,itĭʹnĕrănt,,,,a.,61.0,124,itinerant
4911,itinerary,aI t I n 3:r E r\ i:,?tɪnɜ:rɛɹiː,5,itĭʹnĕrâry,,,,n.,62.0,124,itinerary
4912,ivory,aI v 3:r i:,?vɜ:riː,3,īʹvŏry,,,,n.,20.0,125,ivory
4913,ivy,aI v i:,?viː,2,īʹvy,,,,n.,37.0,125,ivy
4914,jacinth,dZ { s i n T,?æsinθ,2,jaʹcĭnth,,,,n.,3.0,110,jacinth
4915,jack,dZ { k,?æk,1,jăck,,,,n.,4.0,110,jack
4916,jackal,dZ { k @ l,?ækəl,2,jaʹckal,,,,n.,5.0,110,jackal
4917,jacket,dZ { k @ t,?ækət,2,jăʹcket,F.,,,n.,6.0,110,jacket
4918,jacobites,dZ { k @ b aI t s,?ækəb?ts,3,jăʹcŏbītes,,,,n.,8.0,110,jacobites
4919,jacobus,dZ @ k @U b @ s,?əkoʊbəs,3,jacōʹbus,,,,n.,9.0,110,jacobus
4920,jade,dZ eI d,??d,1,jāde,,,,n.,11.0,110,jade
4921,jagged,dZ { g d,?ægd,2,jăgged,,nbSyll>1 et pas d'accent tonic,,a.,13.0,110,jagged
4922,jail,dZ eI l,??l,1,jail;,,,,n.,15.0,110,jail
4923,jailer,dZ eI l 3:r,??lɜ:r,2,jaiʹler,,,,n.,16.0,110,jailer
4924,jakes,dZ eI k s,??ks,1,jākes,,,,n.,17.0,110,jakes
4925,jamb,dZ { m,?æm,1,jăm_b_,,,,n.,19.0,110,jamb
4926,jangle,dZ { N g @ l,?æŋgəl,2,jăʹngle,F.,,,v.,21.0,110,jangle
4927,jansenism,dZ { n s i n I z @ m,?ænsinɪzəm,3,jăʹnsĕniſm,,,,n.,23.0,110,jansenism
4928,jansenist,dZ { n s @ n @ s t,?ænsənəst,3,jăʹnsĕniſt,,,,n.,24.0,110,jansenist
4929,january,dZ { n j u E r\ i:,?ænjuɛɹiː,4,jăʹnūăry,,,,n.,26.0,110,january
4930,japan,dZ @ p { n,?əpæn,2,jăpăʹn,,,,v.,27.0,110,japan
4931,japanese,dZ { p @ n i: z,?æpəniːz,3,jăpănēʹſe,F.,,,n.,28.0,110,japanese
4932,jar,dZ A r\,?ɑɹ,1,jăr,F.,,,n.,29.0,110,jar
4933,jargon,dZ A r\ g @ n,?ɑɹgən,2,jăʹrgon,,,,n.,30.0,110,jargon
4934,jasper,dZ { s p 3:r,?æspɜ:r,2,jăʹſp_e_r,,,,n.,31.0,110,jasper
4935,jaundice,dZ O: n d @ s,?Oːndəs,2,jauʹndĭce,F.,,,n.,2.0,111,jaundice
4936,jaunt,dZ O: n t,?Oːnt,1,jaunt,F.,,,n.,3.0,111,jaunt
4937,javelin,dZ { v @ l @ n,?ævələn,3,jăʹvĕlin,F.,,,n.,33.0,110,javelin
4938,jaws,dZ O: z,?Oːz,1,jaws,F.,,,n.,4.0,111,jaws
4939,jay,dZ eI,??,1,jay,,,,n.,5.0,111,jay
4940,jealous,dZ E l @ s,?ɛləs,2,jeaʹl_o_us,L.,,,a.,30.0,111,jealous
4941,jealousy,dZ E l @ s i:,?ɛləsiː,3,jeaʹl_o_usy,F.,,,n.,31.0,111,jealousy
4942,jeer,dZ I r\,?ɪɹ,1,jeer,,,,v.,32.0,111,jeer
4943,jehovah,dZ @ h @U v @,?əhoʊvə,3,jehōʹvā_h_,,,,n.,33.0,111,jehovah
4944,jelly,dZ E l i:,?ɛliː,2,jĕʹlly,F.,,,n.,35.0,111,jelly
4945,jeopardy,dZ E p 3:r 4 i:,?ɛpɜ:rɾiː,3,je_o_ʹpărdy,,,,n.,38.0,111,jeopardy
4946,jerk,dZ 3:r k,?ɜ:rk,1,jĕrk,,,,n.,40.0,111,jerk
4947,jersey,dZ 3:r z i:,?ɜ:rziː,2,jĕʹrſey,,,,n.,43.0,111,jersey
4948,jessamine,dZ E s @ m i n,?ɛsəmin,3,jĕʹſsămine,F.,,,n.,44.0,111,jessamine
4949,jest,dZ E s t,?ɛst,1,jĕſt,,,,n.,46.0,111,jest
4950,jesuits,dZ E Z u i t s,?ɛʒuits,3,jĕʹſūĭts,,,,n.,48.0,111,jesuits
4951,jet,dZ E t,?ɛt,1,jĕt,F.,,,n.,49.0,111,jet
4952,jewel,dZ u @ l,?uəl,2,jeʹwel,,,,n.,50.0,111,jewel
4953,jewish,dZ u i S,?uiʃ,2,jeʹwiſh,,,,a.,52.0,111,jewish
4954,jews,dZ u z,?uz,1,jews,,,,n.,53.0,111,jews
4955,jig,dZ I g,?ɪg,1,jig,,,,n.,62.0,111,jig
4956,jill,dZ I l,?ɪl,1,jĭll,,,,n.,63.0,111,jill
4957,jilt,dZ I l t,?ɪlt,1,jĭlt,,,,n.,64.0,111,jilt
4958,jingle,dZ I N g @ l,?ɪŋgəl,2,jĭʹngle,,,,v.,65.0,111,jingle
4959,jobber,dZ A b 3:r,?ɑbɜ:r,2,jŏbb_e_r,,nbSyll>1 et pas d'accent tonic,,n.,46.0,123,jobber
4960,jobe,dZ @U b,?oʊb,1,jobe,,,,v.,47.0,123,jobe
4961,jockey,dZ A k i:,?ɑkiː,2,jŏʹckey,,,,v.,48.0,123,jockey
4962,jog,dZ A g,?ɑg,1,jog,,,,v.,52.0,123,jog
4963,join,dZ OI n,??n,1,join,,,,v.,54.0,123,join
4964,joiner,dZ OI n 3:r,??nɜ:r,2,joiʹner,,,,n.,55.0,123,joiner
4965,joining,dZ OI n i N,??niŋ,2,joiʹning,,,,n.,56.0,123,joining
4966,joint,dZ OI n t,??nt,1,joint,,,,n.,57.0,123,joint
4967,joint,dZ OI n t,??nt,1,joint,,,,a.,8.0,124,joint
4968,joists,dZ OI s t s,??sts,1,joiſts,,,,n.,60.0,123,joists
4969,joke,dZ @U k,?oʊk,1,jōke,,,,v.,61.0,123,joke
4970,jolly,dZ A l i:,?ɑliː,2,jŏʹlly,,,,a.,63.0,123,jolly
4971,jolt,dZ @U l t,?oʊlt,1,jolt,,,,v.,64.0,123,jolt
4972,jostle,dZ A s @ l,?ɑsəl,2,joʹſtle,,,,v.,67.0,123,jostle
4973,jot,dZ A t,?ɑt,1,jot,,,,n.,68.0,123,jot
4974,journal,dZ 3:r n @ l,?ɜ:rnəl,2,j_o_ŭʹrnal,F.,,,n.,71.0,123,journal
4975,journey,dZ 3:r n i:,?ɜ:rniː,2,j_o_ŭʹrney,F.,,,n.,72.0,123,journey
4976,journeyman,dZ 3:r n i: m { n,?ɜ:rniːmæn,3,j_o_ŭʹrneymăn,,,,n.,73.0,123,journeyman
4977,jove,dZ @U v,?oʊv,1,jōve,,,,n.,69.0,123,jove
4978,jovial,dZ @U v i: @ l,?oʊviːəl,3,jŏʹvĭal,L.,,,a.,70.0,123,jovial
4979,jowl,dZ aU l,??l,1,jȯẇl,,,,n.,2.0,124,jowl
4980,joy,dZ OI,??,1,joy,F.,,,n.,3.0,124,joy
4981,joyful,dZ OI f @ l,??fəl,2,joʹyful,,,,a.,4.0,124,joyful
4982,joyless,dZ OI l @ s,??ləs,2,joʹyleſs,,,,a.,5.0,124,joyless
4983,judge,dZ V dZ,?ʌ?,1,jŭdge,,,,n.,67.0,124,judge
4984,judgment,dZ V dZ m @ n t,?ʌ?mənt,2,jŭʹdgment,,,,n.,68.0,124,judgment
4985,judicial,dZ u d I S @ l,?udɪʃəl,4,jūdĭʹcĭal,,,,a.,70.0,124,judicial
4986,judicious,dZ u d I S @ s,?udɪʃəs,4,jūdĭʹcĭous,,,,a.,71.0,124,judicious
4987,jug,dZ V g,?ʌg,1,jŭg,,,,n.,72.0,124,jug
4988,juggle,dZ V g @ l,?ʌgəl,2,jŭʹggle,,,,v.,73.0,124,juggle
4989,juggler,dZ V g @ l 3:r,?ʌgəlɜ:r,2,jŭʹggler,,,,a.,2.0,125,juggler
4990,juice,dZ u s,?us,1,jū_i_ce,,,,n.,3.0,125,juice
4991,julian,dZ u l i: @ n,?uliːən,2,jūʹlĭan,,,,n.,6.0,125,julian
4992,july,dZ u l aI,?ul?,2,jūlyʹ,,,,n.,7.0,125,july
4993,jumble,dZ V m b @ l,?ʌmbəl,2,jŭʹmble,,,,v.,9.0,125,jumble
4994,jump,dZ V m p,?ʌmp,1,jŭmp,,,,v.,10.0,125,jump
4995,jumps,dZ V m p s,?ʌmps,1,jŭmps,,,,n.,11.0,125,jumps
4996,juncture,dZ V N k tS 3:r,?ʌŋk?ɜ:r,2,jŭʹnctūre,,,,n.,13.0,125,juncture
4997,june,dZ u n,?un,1,jūne,,,,n.,14.0,125,june
4998,junior,dZ u n j 3:r,?unjɜ:r,3,jūʹnĭor,,,,a.,15.0,125,junior
4999,juniper,dZ u n @ p 3:r,?unəpɜ:r,3,jūʹnĭp_e_r,,,,n.,16.0,125,juniper
5000,junk,dZ V N k,?ʌŋk,1,jŭnk,,,,n.,17.0,125,junk
5001,juno,dZ u n @U,?unoʊ,2,jūʹno,,,,n.,19.0,125,juno
5002,jupiter,dZ u p @ 4 3:r,?upəɾɜ:r,3,jūʹpĭt_e_r,,,,n.,21.0,125,jupiter
5003,jurisdiction,dZ U r\ @ s d I k S @ n,?ʊɹəsdɪkʃən,5,jūrĭſdĭʹction,,,,n.,24.0,125,jurisdiction
